tag,categoria,processos_origem,descricao,quantidade_eventos,porcentagem_total
GnssBatchingAidl,Outros / Serviços Gerais do SO,pid:683,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
car_helper_boot_phase,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
uc_start_user_internal,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
ssm_user_starting,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
car_pwr_mgr_state_change,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
car_helper_user_starting,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
GameManagerService_GameManagerSettings,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
CAR.FastPairAccountKeyStorage,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
C2SoftAomEnc,Outros / Serviços Gerais do SO,mediaswcodec,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
CAR.FastPairProvider,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
com.android.car.procfsinspector,Subssistema Automotivo (AAOS),pid:3121,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
C2SoftAvcEnc,Auditoria e SELinux,mediaswcodec,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",2,0.00%
C2SoftHevcEnc,Outros / Serviços Gerais do SO,mediaswcodec,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BluetoothAdapterApp,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
C2SoftMpeg4Enc,Outros / Serviços Gerais do SO,mediaswcodec,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
WatchConnectionStateListener,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
CarExperimentalFeatureServiceController,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
car_initial_user_set_last_active,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
um_user_visibility_changed,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
SyntheticPasswordCrypto,Criptografia e Chaves,system_server,"Keystore2, KeyMint, File-Based Encryption (FBE) e montagem de storage (vold).",2,0.00%
SecureElement-Terminal-eSE1,Outros / Serviços Gerais do SO,com.android.se,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
SecureElement-Terminal-eSE2,Outros / Serviços Gerais do SO,com.android.se,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
SecureElement-Terminal-SIM1,Outros / Serviços Gerais do SO,com.android.se,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
id.car.settings,Subssistema Automotivo (AAOS),com.android.car.settings,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
CarUserManager,Subssistema Automotivo (AAOS),"com.android.systemui (50.0%), com.android.car.carlauncher (50.0%)","Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
CarrierIdProvider$CarrierIdDatabaseHelper,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
AutoLayoutManager,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
ImeTracker,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
FalsingManager,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
elockcontroller,Outros / Serviços Gerais do SO,com.android.devicelockcontroller,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
DeviceLockControllerApplication,Outros / Serviços Gerais do SO,com.android.devicelockcontroller,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
UserRestrictionsPolicyHandler,Gestão de Usuários e Acesso,com.android.devicelockcontroller,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
ZenModeController,Gestão de Usuários e Acesso,com.android.systemui,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
SystemUIService,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
TelephonyComponentFactory,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
DomainSelectionResolver,Rede e Conexões,com.android.phone,"Roteamento de rede (netd), DNS (resolv), regras de iptables e conexões de depuração (adbd).",2,0.00%
PersistAtomsStorage,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
PerDisplayStore,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
TelephonyAnalytics,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
WAP PUSH,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
GsmCellBroadcastHandler,Outros / Serviços Gerais do SO,com.android.networkstack.process,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
receiver.module,Outros / Serviços Gerais do SO,com.android.cellbroadcastreceiver.module,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
oadcastreceiver,Outros / Serviços Gerais do SO,com.android.cellbroadcastreceiver,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
PermissionManagerService,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
CellularIdentifierDisclosureNotifier,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
AnswerToReset,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
UiccSlot [0],Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
ActivityWindowManager,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
CarrierTestOverride,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
gsm_service_state_change,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
NotificationMemory,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
CarUserNoticeService,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
MigrationFromRoomDatabase,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
MigrationFromAccessPermissions,Gestão de Usuários e Acesso,com.android.bluetooth,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
MigrationFromAvrcpVolume,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BluetoothStorageManager,Gestão de Usuários e Acesso,com.android.bluetooth,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
BluetoothLeAudioPeripheralServiceJni,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
wm_dim_finish_anim,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
bt_btif_config,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
bt_stack_config,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
bt_osi_wakelock,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
gatt_offload,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
bt_btm_pm,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
bt_btif_sock_hal,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BTAudioProviderFactoryAIDL,Outros / Serviços Gerais do SO,android.hardware.audio.service,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BTAudioProviderA2dpSW,Outros / Serviços Gerais do SO,android.hardware.audio.service,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BluetoothCompanionManager,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BluetoothMetrics,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
AvrcpControllerService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BluetoothHeadsetClientServiceJni,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BluetoothPanServiceJni,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
PbapClientService,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
bt_btif_gatt,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
UserSwitchTransitionVM,Gestão de Usuários e Acesso,com.android.systemui,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
ViewFlipper,Auditoria e SELinux,com.android.systemui,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",2,0.00%
AS.PlaybackActivityMon,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
QSFactory,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
BluetoothSdpJni,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
jank_cuj_events_cancel_request,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
CDM_BleDeviceProcessor,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
UwbSettingsStore,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
PowerManagerService.WLLog,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
nsconfig,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
car.usb.handler,Subssistema Automotivo (AAOS),android.car.usb.handler,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
.templates.host,Outros / Serviços Gerais do SO,com.android.car.templates.host,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
ssm_user_unlocking,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
WearableSensingManagerService,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
WearableSensingManagerPerUserService,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
car_helper_user_unlocking,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
uc_finish_user_unlocked,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
ndroid.keychain,Outros / Serviços Gerais do SO,com.android.keychain,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
PickerNotificationSender,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
PulledMetrics,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
MediaApplication,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
serviceDiscovery,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
PackageConfigPersister,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
uc_finish_user_unlocked_completed,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
ssm_user_unlocked,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
LaunchParamsPersister,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
GrammaticalInflection,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
AccountManagerService,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",2,0.00%
car_helper_user_unlocked,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
DataManager$NotificationListener,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
gedprovisioning,Outros / Serviços Gerais do SO,com.android.managedprovisioning,Eventos não categorizados em nenhuma categoria anterior.,2,0.00%
wm_finish_activity,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",2,0.00%
